"Detector","Year","Doctype","Publisher","Venue","Title","Citations","Altmetric","Tips","Tortured Phrases","Assessor","PubPeer Users"
"suspect, tortured","2020","chapter","Springer Nature","Advances in Smart System Technologies","DeepPhish: Automated Phishing Detection Using Recurrent Neural Network","1","0","3","arbitrary woods • irregular timberland","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Advances in Communication and Computational Technology","Internet of Things for Healthcare: Research Challenges and Future Prospects","3","0","3","maturing populace • steering convention","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Advances in Machine Learning and Computational Intelligence","Sentiment Analysis and Prediction of Point of Interest-Based Visitors’ Review","0","0","3","as pursues • supposition examination","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Intelligence in Big Data Technologies—Beyond the Hype","Early Recognition of Herb Sickness Using SVM","0","0","3","fake neural • hereditary calculation","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Elsevier","Advanced Analytic and Control Techniques for Thermal Systems with Heat Exchangers","Chapter 10 Fouling and its effect on heat exchangers","0","0","3","computational liquid elements • initiation vitality","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Advances in Computational and Bio-Engineering","Prediction of Pest Generations Based on Future Climate Using Big Data Mining","1","0","3","information distribution center • worldwide parameters","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Advances in Computational and Bio-Engineering","Lung Cancer Detection Using CT Scan Image","0","0","3","district of intrigue • figured tomography","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Soft Computing: Theories and Applications","A Fuzzy Logic Based Approach for Prediction of Squamous Cell Carcinoma","3","0","3","cross breed model • fluffy set","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Manufacturing Engineering","Sustainable Manufacturing-Related Aspects in Turning Operation: A Review Based Study","0","0","3","as pursues • surface unpleasantness","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Elsevier","Advances and Avenues in the Development of Novel Carriers for Bioactives and Biological Agents","Chapter 1 Challenges and need of delivery carriers for bioactives and biological agents: an introduction","8","0","3","contrarily charged • medication conveyance","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Numerical Optimization in Engineering and Sciences","A Deteriorating Inventory Model with Uniformly Distributed Random Demand and Completely Backlogged Shortages","1","0","3","as pursues • likelihood thickness","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Elsevier","Green Approaches in Medicinal Chemistry for Sustainable Drug Design","18 Stimuli-responsive sugar-derived hydrogels: A modern approach in cancer biology","1","0","3","drug delivery frameworks • medication conveyance","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Proceedings of the Third International Conference on Computational Intelligence and Informatics","Diagnosis of Diabetes Using Clinical Decision Support System","0","0","3","kidney disappointment • missing esteem","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Integrative Nanomedicine for New Therapies","Synthetic, Natural Derived Lipid Nanoparticles and Polymeric Nanoparticles Drug Delivery Applications","4","0","3","as pursues • medication conveyance","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Inventive Communication and Computational Technologies","Locality—Aware Scheduling for Containers in Cloud Computing","1","0","3","information distribution center • information stockroom","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Elsevier","Deep Learning Techniques for Biomedical and Health Informatics","8 Deep learning techniques for optimizing medical big data","5","0","3","inquiry dialect • support vector device","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Elsevier","Smart Healthcare for Disease Diagnosis and Prevention","Chapter 6 Application of machine learning for early diagnosis of Parkinson’s disease","1","1","3","Parkinson's infection • Parkinson's malady","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Data Engineering and Communication Technology","Students’ Performance Prediction Using Machine Learning Approach","2","0","3","as pursues • information stockroom","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Data Engineering and Communication Technology","Design of Deep Learning Controller for Vector Controlled Induction Motor Drive","0","0","3","concealed layer • yield layer AND neural","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Springer Nature","Computational Vision and Bio-Inspired Computing","Blind Guidance System","0","0","3","as pursues • profound neural system","Invitation for human assessors","–"
"suspect, tortured","2020","chapter","Elsevier","Drug Delivery Systems","Chapter 5 Overview of different carrier systems for advanced drug delivery","13","0","3","drug delivery frameworks • medication conveyance","Invitation for human assessors","–"
"suspect, tortured","2020","preprint","Elsevier","SSRN Electronic Journal","Electric Cars a New Era of Digital India-Autonomous Cars or Smart Cars","0","0","3","computerized reasoning • vitality productivity","Invitation for human assessors","–"
"suspect, tortured","2020","preprint","Elsevier","SSRN Electronic Journal","Review on Machine Learning Models Used in Medical Image Analysis","0","0","3","Alzheimer's sickness • profound neural organization","Invitation for human assessors","–"
"suspect, tortured","2020","preprint","Elsevier","SSRN Electronic Journal","Prediction of Electricity Consumption using Adaptive Neuro-fuzzy Inference System","0","0","3","fluffy deduction • vitality utilization","Invitation for human assessors","–"
"suspect, tortured","2020","preprint","Elsevier","SSRN Electronic Journal","A Review on DDOS Attack, TCP Flood Attack in Cloud Environment","2","0","3","DDoS assault • organization ambush","Invitation for human assessors","–"
"suspect, tortured","2020","preprint","Elsevier","SSRN Electronic Journal","Data Mining and Machine Learning Techniques for Cyber Security Intrusion Detection","0","0","3","bolster vector machine • learning disclosure in databases","Invitation for human assessors","–"
"suspect, tortured","2020","preprint","Elsevier","SSRN Electronic Journal","Literature Review on Security Issues and Limitations in Biometric Applications","0","0","3","facial acknowledgement OR facial acknowledgment • indistinguishable twins","Invitation for human assessors","–"
"suspect, tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 17th International Bhurban Conference on Applied Sciences and Technology (IBCAST)","Structure Analysis of Protein Data Bank Using Python Libraries","0","0","3","concoction properties • hereditary calculation","Invitation for human assessors","–"
"suspect, tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 IEEE 7th Uttar Pradesh Section International Conference on Electrical, Electronics and Computer Engineering (UPCON)","A Comparative Assessment of Machine Learning Techniques for Epilepsy Detection using EEG Signal","0","0","3","shrouded layer • yield layer AND neural","Invitation for human assessors","–"
"suspect, tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 2nd International Conference on Advances in Computing, Communication Control and Networking (ICACCCN)","Survey Paper on Routing Protocols in VANET","0","0","3","directing convention • steering convention","Invitation for human assessors","–"
